Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,TotalSpent,Living_With,Children,Parenthood,Kmeans,ClustName
2,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,32313600000000000,65,1291,1,0,0,2,HighBuyer
2,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,10540800000000000,46,442,1,0,0,2,HighBuyer
1,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,62899200000000000,59,1895,0,0,0,2,HighBuyer
2,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,54864000000000000,63,411,1,2,1,0,MidBuyer
0,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,56937600000000000,48,521,0,1,1,0,MidBuyer
2,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,14774400000000000,46,493,1,2,1,0,MidBuyer
1,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,51062400000000000,61,260,1,2,1,1,LowBuyer
1,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,46396800000000000,41,46,0,1,1,1,LowBuyer
2,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,34300800000000000,72,319,1,1,1,0,MidBuyer
1,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,27820800000000000,56,96,1,1,1,1,LowBuyer
1,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,25401600000000000,56,1062,0,0,0,2,HighBuyer
0,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,41904000000000000,71,232,1,1,1,1,LowBuyer
2,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,30067200000000000,42,76,0,1,1,1,LowBuyer
0,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,44323200000000000,46,54,1,1,1,1,LowBuyer
1,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,78710400000000000,54,201,0,1,1,1,LowBuyer
2,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,63763200000000000,39,406,0,1,1,1,LowBuyer
2,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,44582400000000000,41,1919,1,0,0,2,HighBuyer
1,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,52617600000000000,47,662,1,1,1,0,MidBuyer
0,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,10800000000000000,33,41,1,1,1,1,LowBuyer
1,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,13651200000000000,59,1600,0,0,0,2,HighBuyer
1,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,54777600000000000,43,134,1,1,1,1,LowBuyer
1,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,27129600000000000,55,69,1,2,1,1,LowBuyer
2,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,21772800000000000,50,21,1,2,1,1,LowBuyer
0,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,21600000000000000,60,54,0,2,1,1,LowBuyer
1,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,10713600000000000,34,91,0,1,1,1,LowBuyer
2,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,13564800000000000,52,526,0,1,1,0,MidBuyer
1,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51580800000000000,60,162,1,0,0,1,LowBuyer
2,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,46915200000000000,74,1008,1,0,0,2,HighBuyer
1,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62812800000000000,71,240,1,2,1,1,LowBuyer
2,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,60652800000000000,45,795,0,1,1,0,MidBuyer
1,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,50198400000000000,41,1772,1,0,0,2,HighBuyer
0,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55123200000000000,53,64,1,0,0,1,LowBuyer
1,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,48643200000000000,64,1957,1,1,1,0,MidBuyer
1,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,39139200000000000,45,78,1,1,1,1,LowBuyer
1,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,46483200000000000,43,1572,0,0,0,2,HighBuyer
2,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,45705600000000000,52,795,1,1,1,0,MidBuyer
0,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,28080000000000000,53,889,1,1,1,0,MidBuyer
2,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,49593600000000000,60,331,0,1,1,0,MidBuyer
2,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,13219200000000000,73,265,1,1,1,1,LowBuyer
1,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,81043200000000000,61,1065,0,1,1,0,MidBuyer
2,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,44496000000000000,72,11,1,2,1,1,LowBuyer
1,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,49939200000000000,44,21,0,1,1,1,LowBuyer
1,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,75772800000000000,53,17,1,2,1,1,LowBuyer
1,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,62812800000000000,49,369,1,1,1,0,MidBuyer
2,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,27043200000000000,55,38,1,2,1,1,LowBuyer
0,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,38793600000000000,45,177,0,1,1,1,LowBuyer
2,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,60220800000000000,53,279,1,1,1,0,MidBuyer
2,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,57369600000000000,42,62,1,1,1,1,LowBuyer
2,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,58233600000000000,46,1230,1,1,1,0,MidBuyer
1,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,29030400000000000,55,182,1,2,1,1,LowBuyer
1,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,40608000000000000,53,49,1,2,1,1,LowBuyer
2,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,38534400000000000,57,75,1,2,1,1,LowBuyer
2,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,39312000000000000,67,227,1,2,1,0,MidBuyer
2,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,67910400000000000,49,215,1,2,1,1,LowBuyer
0,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,35596800000000000,56,47,1,2,1,1,LowBuyer
2,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,51840000000000000,72,143,1,0,0,1,LowBuyer
1,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,23932800000000000,40,55,1,1,1,1,LowBuyer
0,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,20044800000000000,52,63,1,2,1,1,LowBuyer
1,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,69465600000000000,68,1867,0,0,0,2,HighBuyer
2,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,38707200000000000,62,611,1,1,1,0,MidBuyer
1,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,17539200000000000,68,473,1,1,1,0,MidBuyer
1,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,40867200000000000,64,55,1,0,0,1,LowBuyer
2,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,62726400000000000,39,81,0,1,1,1,LowBuyer
2,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,62553600000000000,48,2086,1,0,0,2,HighBuyer
2,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,36374400000000000,58,1478,0,0,0,2,HighBuyer
1,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,26784000000000000,46,49,1,1,1,1,LowBuyer
2,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,33868800000000000,51,382,1,0,0,2,HighBuyer
2,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,38275200000000000,48,69,1,1,1,1,LowBuyer
1,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,66614400000000000,54,67,0,1,1,1,LowBuyer
2,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,35683200000000000,54,30,1,2,1,1,LowBuyer
0,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,52617600000000000,45,63,1,1,1,1,LowBuyer
1,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,72662400000000000,42,79,1,1,1,1,LowBuyer
1,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,56419200000000000,62,42,0,1,1,1,LowBuyer
1,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,71452800000000000,63,819,1,1,1,0,MidBuyer
1,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,38448000000000000,68,1151,0,0,0,2,HighBuyer
2,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,70416000000000000,75,594,1,2,1,0,MidBuyer
2,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,58665600000000000,57,129,1,2,1,1,LowBuyer
2,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,61084800000000000,37,213,0,1,1,1,LowBuyer
1,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,34387200000000000,67,28,0,3,1,1,LowBuyer
0,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,66614400000000000,48,45,1,1,1,1,LowBuyer
1,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,13305600000000000,58,1193,1,0,0,2,HighBuyer
2,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,40953600000000000,54,268,0,0,0,1,LowBuyer
2,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,43718400000000000,79,266,0,0,0,1,LowBuyer
0,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,65145600000000000,50,37,1,1,1,1,LowBuyer
2,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,70502400000000000,54,882,0,0,0,2,HighBuyer
1,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,43027200000000000,49,373,1,2,1,0,MidBuyer
2,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,47433600000000000,58,35,0,3,1,1,LowBuyer
1,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,54259200000000000,45,42,0,2,1,1,LowBuyer
2,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,72662400000000000,63,326,1,1,1,0,MidBuyer
2,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,34041600000000000,62,404,1,1,1,0,MidBuyer
1,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,44064000000000000,52,95,0,0,0,1,LowBuyer
1,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,5529600000000000,74,939,0,0,0,2,HighBuyer
0,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,29635200000000000,45,33,0,1,1,1,LowBuyer
0,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,55296000000000000,68,981,1,0,0,2,HighBuyer
1,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,59184000000000000,47,36,1,1,1,1,LowBuyer
1,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,69638400000000000,63,1825,1,1,1,0,MidBuyer
2,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,78624000000000000,46,103,0,2,1,1,LowBuyer
1,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,62035200000000000,46,191,0,1,1,1,LowBuyer
2,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,33004800000000000,53,1586,1,1,1,0,MidBuyer
2,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,15206400000000000,65,963,1,0,0,2,HighBuyer
0,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,25401600000000000,63,93,0,0,0,1,LowBuyer
1,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,51580800000000000,50,1587,0,0,0,2,HighBuyer
1,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,5529600000000000,61,16,0,3,1,1,LowBuyer
1,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,52617600000000000,71,1375,0,0,0,2,HighBuyer
1,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,42508800000000000,61,393,1,1,1,0,MidBuyer
2,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,69033600000000000,73,1477,0,1,1,0,MidBuyer
1,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,46915200000000000,52,1179,1,1,1,0,MidBuyer
2,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,17884800000000000,75,1348,1,0,0,2,HighBuyer
2,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,60998400000000000,64,1307,0,1,1,0,MidBuyer
1,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,44841600000000000,59,486,0,1,1,0,MidBuyer
2,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,37065600000000000,76,2252,1,0,0,2,HighBuyer
2,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,41040000000000000,52,235,1,2,1,1,LowBuyer
1,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,59097600000000000,53,1724,1,0,0,2,HighBuyer
2,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,30931200000000000,53,235,0,1,1,1,LowBuyer
2,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,17020800000000000,46,1092,1,1,1,0,MidBuyer
1,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,38534400000000000,65,599,1,1,1,0,MidBuyer
2,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,25228800000000000,63,2008,0,0,0,2,HighBuyer
1,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,71798400000000000,38,48,1,1,1,1,LowBuyer
1,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,62899200000000000,49,1174,1,1,1,0,MidBuyer
2,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,20476800000000000,73,67,1,1,1,1,LowBuyer
1,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,86659200000000000,68,365,0,1,1,0,MidBuyer
1,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,21513600000000000,70,165,1,1,1,1,LowBuyer
2,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,39916800000000000,76,1095,1,1,1,0,MidBuyer
2,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,35510400000000000,57,223,0,3,1,1,LowBuyer
1,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,75772800000000000,60,597,1,1,1,0,MidBuyer
0,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,76032000000000000,43,74,1,0,0,1,LowBuyer
2,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,60825600000000000,67,26,1,0,0,1,LowBuyer
1,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,61171200000000000,64,60,1,0,0,1,LowBuyer
2,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,49161600000000000,49,20,1,1,1,1,LowBuyer
0,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,37756800000000000,36,59,0,1,1,1,LowBuyer
2,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,39484800000000000,55,34,1,1,1,1,LowBuyer
0,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,44323200000000000,52,198,1,2,1,1,LowBuyer
2,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,42768000000000000,59,1048,1,1,1,0,MidBuyer
2,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,41644800000000000,61,574,0,2,1,0,MidBuyer
1,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,62812800000000000,53,1029,0,1,1,0,MidBuyer
1,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,30672000000000000,43,670,1,1,1,0,MidBuyer
1,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,17107200000000000,49,11,1,2,1,1,LowBuyer
2,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,66268800000000000,60,1241,1,1,1,0,MidBuyer
1,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,26611200000000000,44,576,0,0,0,2,HighBuyer
0,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,46483200000000000,38,172,1,1,1,1,LowBuyer
2,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,30067200000000000,43,664,0,0,0,2,HighBuyer
1,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,35769600000000000,60,928,0,1,1,0,MidBuyer
1,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,71539200000000000,56,2074,0,0,0,2,HighBuyer
0,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,43113600000000000,41,467,1,0,0,2,HighBuyer
1,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,35251200000000000,68,257,1,1,1,1,LowBuyer
1,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,30412800000000000,56,1146,1,0,0,2,HighBuyer
2,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,45014400000000000,47,689,0,1,1,0,MidBuyer
2,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,62812800000000000,51,2114,0,0,0,2,HighBuyer
2,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,17625600000000000,34,1346,1,0,0,2,HighBuyer
2,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,37324800000000000,54,1044,1,0,0,2,HighBuyer
2,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,83808000000000000,63,493,0,1,1,0,MidBuyer
1,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,40435200000000000,53,957,0,0,0,2,HighBuyer
2,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,31449600000000000,65,270,1,1,1,0,MidBuyer
0,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,57283200000000000,71,29,1,0,0,1,LowBuyer
2,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,48038400000000000,74,121,0,2,1,1,LowBuyer
2,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,43027200000000000,62,126,1,2,1,1,LowBuyer
1,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,22032000000000000,28,23,0,0,0,1,LowBuyer
2,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,42249600000000000,74,57,0,2,1,1,LowBuyer
1,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,54864000000000000,62,636,0,0,0,2,HighBuyer
1,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,8035200000000000,63,1004,1,0,0,2,HighBuyer
1,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,38448000000000000,50,734,0,1,1,0,MidBuyer
1,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,259200000000000,45,614,1,2,1,0,MidBuyer
1,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,2937600000000000,45,1453,0,1,1,0,MidBuyer
2,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,19094400000000000,35,1621,0,0,0,2,HighBuyer
2,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,29808000000000000,55,187,0,1,1,1,LowBuyer
2,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,13996800000000000,53,57,0,1,1,1,LowBuyer
1,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,36979200000000000,72,637,0,1,1,0,MidBuyer
2,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,32832000000000000,75,948,1,1,1,0,MidBuyer
1,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,31449600000000000,37,18,1,1,1,1,LowBuyer
2,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,67046400000000000,58,903,0,1,1,0,MidBuyer
1,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,56505600000000000,48,112,0,1,1,1,LowBuyer
1,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,49334400000000000,70,596,1,0,0,2,HighBuyer
1,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,44582400000000000,41,233,1,1,1,1,LowBuyer
2,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,75772800000000000,48,1511,1,0,0,2,HighBuyer
0,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,69465600000000000,63,1152,0,0,0,2,HighBuyer
1,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,34473600000000000,45,48,1,1,1,1,LowBuyer
1,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,53136000000000000,53,1185,0,1,1,0,MidBuyer
1,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21772800000000000,65,21,0,2,1,1,LowBuyer
2,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,61948800000000000,58,965,1,1,1,0,MidBuyer
1,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,57801600000000000,69,869,1,0,0,0,MidBuyer
2,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,17020800000000000,39,16,1,1,1,1,LowBuyer
1,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,57110400000000000,58,1947,1,0,0,2,HighBuyer
1,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,91843200000000000,47,71,1,1,1,1,LowBuyer
